SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,6,199798,1998,25/11/1997,2L,1U,0,22.413,13.5,0.95,0,0,,,100
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,7,199899,1999,4/12/1998,2L,1L,1L,27.269,4.429,1.576,0,0,,,92
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,8,199900,2000,21/11/1999,2L,1L,1L,19.948,2.813,1.719,0,0,,,96
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,9,200001,2001,10/09/2000,1U,1L,1L,19.319,3,1.806,0,0,0,0,90
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,10,200102,2002,10/08/2001,2L,1L,1L,24.731,2.446,1.747,0,0,,,93
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,11,200203,2003,5/09/2002,2U,1L,1L,27.578,3.906,2.161,0,0,,,96
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,12,200304,2004,26/10/2003,2L,1L,1L,17.608,2.87,1.667,0,0,,,81
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,13,200405,2005,19/11/2004,2U,1L,1L,23.798,2.644,1.707,0,0,,,104
SW,M,SNAKE (22088),22088S,-22.025,152.15,RAP,14,200506,2006,4/01/2006,2U,1L,1L,27.168,3.703,1.519,0,0,104,1.316455696,79
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,15,200607,2007,25/11/2006,2U,1L,1L,26.028,2.5,2.25,0,0,23,0.255555556,90
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,17,200809,2009,26/11/2008,2U,1L,1L,21.365,3.036,1.862,0,0,34,0.346938776,98
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,19,201011,2011,14/12/2010,1U,1L,0,9.75,2.35,0.725,0,0,76,0.76,100
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,21,201213,2013,5/09/2012,1U,1L,0,13.816,2.289,0.421,0,0,20,0.210526316,95
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,23,201415,2015,27/08/2014,2U,1L,0,27.245,2.184,0.947,0,0,51,0.495145631,103
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,25,201617,2017,19/01/2017,3U/4L,1L,0,38.342,2.5,1.223,0,0,72,0.782608696,92
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,27,201819,2019,29/09/2018,2L,1L,1L,33.168,2.784,1.989,9,0.102,27,0.306818182,88
SW,M,SNAKE (22088),22088S,-22.025,152.15,RM,29,202021,2021,6/09/2020,3U,1L,1L,36.133,2.578,1.641,222,2.313,14,0.145833333,96
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,1,199293,1993,6/10/1992,2,,0,20.286,,0.714,4,0.114,,,35
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,2,199394,1994,23/05/1994,2L,,0,20.25,,0.667,0,0,,,30
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,3,199495,1995,16/11/1994,2U,,1L,25.645,,1.452,1,0.032,,,31
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,4,199596,1996,27/11/1995,2U,,0,25.833,,1.083,0,0,,,30
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,5,199697,1997,6/11/1996,2U,,0,23.977,,1.212,5,0.152,,,33
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,6,199798,1998,3/12/1997,3L,1U,0,35.076,14.47,1.136,44,1.333,,,33
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,7,199899,1999,4/12/1998,3U,1L,1L,36.696,5.804,1.875,13,0.464,,,28
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,8,199900,2000,25/11/1999,3L,1U,1L,30.302,7.759,2.672,131,4.517,,,29
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,9,200001,2001,7/09/2000,2L,1U,1L,17.13,10.926,4.815,1005,37.222,,,27
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,10,200102,2002,14/08/2001,1U,1L,1L,19.962,8.182,2.652,102,3.091,,,33
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,11,200203,2003,7/09/2002,1L/1U,2L,1L,12.583,16.208,2.583,114,3.8,,,30
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,12,200304,2004,22/10/2003,1L/1U,1U/2L,1L,14.554,12.5,2.232,10,0.357,,,28
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,13,200405,2005,29/11/2004,2L,1U,1L,16.466,12.241,1.293,1,0.034,,,29
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,14,200506,2006,5/01/2006,2L,1L,0,15.455,13.409,1.212,1,0.03,55,1.666666667,33
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,16,200708,2008,12/12/2007,2L,3L,0,17.833,28.292,0.583,0,0,33,1.1,30
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,17,200809,2009,29/11/2008,2U,2U,1L,18.611,17.315,2.037,2,0.074,12,0.444444444,27
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,18,200910,2010,15/01/2010,2L/2U,2L,1L,17.109,17.031,1.484,0,0,9,0.28125,32
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,19,201011,2011,10/12/2010,2U,1L,0,22,13.214,1.143,0,0,58,1.657142857,35
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,20,201112,2012,7/01/2012,2U,1L,1L,24.032,6.694,1.371,0,0,60,1.935483871,31
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,21,201213,2013,1/09/2012,2U,1U,1L,21.371,15.323,2.258,4,0.129,12,0.387096774,31
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,22,201314,2014,20/09/2013,3L,1U,1L,34.688,11.563,2.344,1,0.031,14,0.4375,32
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,23,201415,2015,23/01/2015,4L,1L,1L,44.181,8.017,1.897,0,0,25,0.862068966,29
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RMRAP,24,201516,2016,20/01/2016,3L,1U,1L,37.536,15.429,2.5,0,0,77,2.2,35
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,25,201617,2017,23/01/2017,3U,1L,1L,47.045,10.455,4.848,99,3,26,0.787878788,33
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RAP,26,201718,2018,1/02/2018,1U/2L,1L/1U,0/1L,25.074,10.221,1.25,89,2.618,78,2.294117647,34
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,27,201819,2019,10/04/2019,1L,1L,1L,4.397,7.5,1.466,56,1.931,47,1.620689655,29
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RAP,28,201920,2020,18/01/2020,1L,2L,0/1L,4.474,17.796,1.25,131,3.447,74,1.947368421,38
SW,M,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,RM,29,202021,2021,6/09/2020,2L,1L,0,17.056,4.516,0.161,1,0.032,20,0.64516129,31
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,1,199293,1993,10/10/1992,2,,0,20.531,,1.813,1,0.013,,,80
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,3,199495,1995,16/11/1994,3L,,1L,34.804,,2.38,96,1.157,,,83
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,4,199596,1996,29/11/1995,2U,,1L,26.884,,1.849,27,0.37,,,73
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,5,199697,1997,5/11/1996,2U,,1L,26.583,,1.867,125,1.667,,,75
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,6,199798,1998,2/12/1997,2U,1L,1L,27.701,2.5,2.407,398,4.914,,,81
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,7,199899,1999,2/12/1998,2L,1L,1L,20.109,2.813,2.344,101,1.263,,,80
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,8,199900,2000,28/11/1999,2L,1L,1L,20.284,2.689,2.462,210,3.182,,,66
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,9,200001,2001,5/09/2000,1U,1L,1L,16.652,2.787,2.701,348,4,,,87
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,10,200102,2002,13/08/2001,1U,1L,1L,15.06,2.741,3.283,408,4.916,,,83
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,11,200203,2003,6/09/2002,1L,1L,1L,6.6,3.233,5.933,1174,15.653,,,75
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,12,200304,2004,23/10/2003,1L,1L,1L,5,3.281,2.281,237,2.963,,,80
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,13,200405,2005,22/11/2004,1L,1L,1L,4.881,2.232,1.369,37,0.44,,,84
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RAP,14,200506,2006,5/01/2006,1L,1L,0,4.135,2.564,0.449,17,0.218,69,0.884615385,78
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,15,200607,2007,27/11/2006,1L,1L,0,6.911,2.429,0.929,1,0.014,63,0.9,70
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,17,200809,2009,1/12/2008,1L,1L,0,6.538,2.564,1.218,0,0,93,1.192307692,78
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,19,201011,2011,11/12/2010,1L,1L,0,12.824,2.5,0.926,0,0,27,0.333333333,81
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,21,201213,2013,31/08/2012,1U,1L,0,21.234,2.662,1.071,0,0,24,0.311688312,77
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,23,201415,2015,23/01/2015,2U,1L,1L,26.5,2.531,2.094,0,0,33,0.4125,80
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,25,201617,2017,21/01/2017,2U,1L,1L,30.603,2.647,1.971,3,0.035,36,0.423529412,85
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,27,201819,2019,26/09/2018,1L,1L,1L,3.265,2.5,3.676,368,4.329,28,0.329411765,85
SW,M,HORSESHOE,22104S,-22.033333,152.591667,RM,29,202021,2021,6/09/2020,1L,1L,0,3.705,2.831,0.452,86,1.036,37,0.445783133,83
SW,M,22112S,22112S,-22.083333,152.591667,RM,1,199293,1993,12/10/1992,3,,0,36.458,,0,0,0,,,12
SW,M,22112S,22112S,-22.083333,152.591667,RM,4,199596,1996,30/11/1995,4L/4U,,1L,57.083,,2.5,0,0,,,12
SW,M,22118S,22118S,-22.125,152.625,RM,1,199293,1993,12/10/1992,2,,1,24.545,,2.955,0,0,,,22
SW,M,22118S,22118S,-22.125,152.625,RM,4,199596,1996,30/11/1995,3L,,1L,34.653,,2.222,0,0,,,18
SW,M,22144S,22144S,-22.333333,152.666667,RM,1,199293,1993,12/10/1992,1,,0,18.03,,0.303,0,0,,,33
SW,M,22144S,22144S,-22.333333,152.666667,RM,4,199596,1996,30/11/1995,2U/3L,,0,31.292,,0.917,3,0.1,,,30
SW,O,21296S,21296S,-21.341667,152.55,RAP,14,200506,2006,15/01/2006,1U,1L,0,12.744,2.744,0.854,0,0,38,0.926829268,41
SW,O,21296S,21296S,-21.341667,152.55,RAP,16,200708,2008,27/01/2008,1U,1L,1L,12.351,2.5,1.369,0,0,39,0.928571429,42
SW,O,21296S,21296S,-21.341667,152.55,RAP,18,200910,2010,15/10/2009,1U/2L,1L,0,14.821,2.56,0.476,0,0,29,0.69047619,42
SW,O,21296S,21296S,-21.341667,152.55,RAP,20,201112,2012,21/11/2011,2L,1L,0,18.112,2.872,1.17,0,0,28,0.595744681,47
SW,O,21296S,21296S,-21.341667,152.55,RAP,22,201314,2014,29/11/2013,2U,1L,0,22.568,2.5,1.081,0,0,33,0.891891892,37
SW,O,21296S,21296S,-21.341667,152.55,RAP,24,201516,2016,8/01/2016,2L,1L,0,19.783,2.935,1.196,0,0,30,0.652173913,46
SW,O,21296S,21296S,-21.341667,152.55,RAP,26,201718,2018,20/01/2018,1U/2L,1L,0/1L,16.161,3.333,1.25,0,0,29,0.69047619,42
SW,O,21302S,21302S,-21.433333,152.575,RAP,14,200506,2006,18/01/2006,3U,1U,0,39.5,9.3,0,0,0,16,0.64,25
SW,O,21302S,21302S,-21.433333,152.575,RAP,16,200708,2008,29/01/2008,2U/3L,1L,1L,32.031,3.854,2.396,0,0,7,0.291666667,24
SW,O,21302S,21302S,-21.433333,152.575,RAP,18,200910,2010,16/10/2009,3U,1L/1U,0,36.42,12.386,0.227,0,0,5,0.227272727,22
SW,O,21302S,21302S,-21.433333,152.575,RAP,20,201112,2012,22/11/2011,2L,1L,1L,25.673,4.423,1.346,0,0,4,0.153846154,26
SW,O,21302S,21302S,-21.433333,152.575,RAP,22,201314,2014,28/11/2013,2U,1U,0,31.094,11.354,0.625,0,0,22,0.916666667,24
SW,O,21302S,21302S,-21.433333,152.575,RAP,24,201516,2016,9/01/2016,2U,2L,0,31.25,15.833,0.833,0,0,5,0.238095238,21
SW,O,21302S,21302S,-21.433333,152.575,RAP,26,201718,2018,20/01/2018,4U,1L,1L,51.726,7.976,1.429,0,0,13,0.619047619,21
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,2,199394,1994,6/04/1994,2L,,0,19.858,,0.189,0,0,,,53
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,3,199495,1995,12/11/1994,2L,,0,20.913,,0.913,0,0,,,52
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,4,199596,1996,22/11/1995,2L,,1L,14.387,,1.274,0,0,,,53
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,5,199697,1997,8/11/1996,2L,,0,17.134,,0.647,0,0,,,58
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,6,199798,1998,28/11/1997,2L,1L,0,18.456,8.585,0.441,0,0,,,68
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,7,199899,1999,7/12/1998,2U,1L,1L,20.905,8.534,1.293,1,0.017,,,58
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,8,199900,2000,23/11/1999,2U,1L,1L,29.914,4.828,1.293,1,0.017,,,58
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,9,200001,2001,3/09/2000,2U,1L,1L,24.434,5.43,1.992,0,0,,,64
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,10,200102,2002,16/08/2001,2L,1L,1L,23.728,11.184,1.535,3,0.053,,,57
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,11,200203,2003,8/09/2002,2U,1L,1L,26.159,6.091,2.409,6,0.109,,,55
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,12,200304,2004,20/10/2003,2L,1L,1L,26.295,4.682,1.955,3,0.055,,,55
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,13,200405,2005,28/11/2004,2U,1L,1L,26.587,5.119,1.508,0,0,,,63
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,14,200506,2006,14/01/2006,3L,1L,0,40.202,8.448,1.21,0,0,40,0.64516129,62
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,15,200607,2007,11/11/2006,3L,1U,1L,34.954,15.648,1.852,1,0.019,34,0.62962963,54
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,16,200708,2008,28/01/2008,2U,1L,1L,27.873,6.234,1.851,0,0,26,0.337662338,77
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,17,200809,2009,2/12/2008,3L,1L,1L,33.799,8.015,1.576,0,0,10,0.196078431,51
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,18,200910,2010,17/10/2009,3L,1L,0,32.365,4.615,0.577,0,0,2,0.030769231,65
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,19,201011,2011,9/12/2010,1U,1L,0,16.214,3.821,0.929,1,0.014,7,0.1,70
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,20,201112,2012,23/11/2011,2L,1L,1L,20.615,4.167,1.905,0,0,18,0.285714286,63
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,21,201213,2013,29/08/2012,2U,1U,1L,26.012,9.683,1.627,2,0.032,61,0.968253968,63
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,22,201314,2014,28/11/2013,2U,1L,1L,30.195,4.961,1.719,0,0,44,0.6875,64
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,23,201415,2015,25/01/2015,2L,1L,1L,26.607,4.008,1.548,2,0.032,24,0.380952381,63
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,24,201516,2016,10/01/2016,2U,1L,1L,31.864,7.061,1.36,0,0,21,0.368421053,57
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,25,201617,2017,24/01/2017,3L,1L,1L,35.72,6.174,1.402,0,0,43,0.651515152,66
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RMRAP,26,201718,2018,20/01/2018,2U,1L,1L,30.877,6.698,1.343,1,0.015,36,0.537313433,67
SW,O,EAST CAY REEF,21305S,-21.491667,152.558333,RM,29,202021,2021,1/09/2020,4L,1L,0,48.295,2.864,0.5,24,0.436,20,0.363636364,55
SW,O,21558S,21558S,-21.558333,152.541667,RAP,14,200506,2006,10/01/2006,3U,1U,0,39.623,18.892,0.708,1,0.019,73,1.377358491,53
SW,O,21558S,21558S,-21.558333,152.541667,RAP,16,200708,2008,30/01/2008,2U,1L,1L,31.154,6.587,2.404,0,0,37,0.711538462,52
SW,O,21558S,21558S,-21.558333,152.541667,RAP,20,201112,2012,24/11/2011,1U,1L,0,21.569,6.649,0.798,0,0,43,0.914893617,47
SW,O,21558S,21558S,-21.558333,152.541667,RAP,22,201314,2014,26/11/2013,2U/3L,1L,0,35.938,9.83,0.795,0,0,121,2.75,44
SW,O,21558S,21558S,-21.558333,152.541667,RAP,24,201516,2016,11/01/2016,2U,1L,1L,38.675,8.25,2.1,0,0,115,2.3,50
SW,O,21558S,21558S,-21.558333,152.541667,RAP,26,201718,2018,23/01/2018,4L,1L,1L,54.599,9.151,2.547,8,0.151,89,1.679245283,53
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,2,199394,1994,21/05/1994,2U,,0,26.152,,0.294,1,0.02,,,51
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,3,199495,1995,12/11/1994,3L,,1L,38.554,,1.422,0,0,,,51
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,4,199596,1996,24/11/1995,3L,,1L,37.813,,1.302,0,0,,,48
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,5,199697,1997,7/11/1996,3L,,0,38.636,,0.864,0,0,,,55
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,6,199798,1998,30/11/1997,3L,1L,0,40.714,8.69,0.833,0,0,,,42
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,7,199899,1999,8/12/1998,3U,1U,0,39.647,8.424,0.815,0,0,,,46
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,8,199900,2000,24/11/1999,3U,1L,1L,47.474,8.75,1.684,4,0.082,,,49
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,9,200001,2001,4/09/2000,3U,1L,1L,43.4,4,4.35,1224,24.48,,,50
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,10,200102,2002,17/08/2001,2L,1L,1L,17.396,12.083,5.833,1000,20.833,,,48
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,11,200203,2003,9/09/2002,1U,1L,1L,11.556,9.556,3.778,361,8.022,,,45
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,12,200304,2004,21/10/2003,1L,1L,1L,8.222,4.167,2,50,1.111,,,45
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,13,200405,2005,28/11/2004,1L,1L,0,13.125,4.375,0.721,3,0.058,,,52
SW,O,TURNER REEF,21562S,-21.725,152.558333,RAP,14,200506,2006,10/01/2006,1L,1U,0,6.034,16.272,0.216,0,0,81,1.396551724,58
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,15,200607,2007,12/11/2006,1U,1U/2L,0,11.146,19.948,1.198,0,0,30,0.625,48
SW,O,TURNER REEF,21562S,-21.725,152.558333,RAP,16,200708,2008,5/02/2008,1U,1L,0,12.149,7.149,1.228,0,0,89,1.561403509,57
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,17,200809,2009,1/12/2008,2L,1U/2L,0,21.375,15.95,0.9,0,0,58,1.16,50
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,19,201011,2011,8/12/2010,1U,1L,0,14.464,5.982,0.759,0,0,17,0.303571429,56
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,21,201213,2013,30/08/2012,2L,1L,1L,19.265,12.598,1.716,0,0,35,0.68627451,51
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,23,201415,2015,26/08/2014,3L,1U,1L,35.841,11.683,1.394,0,0,44,0.846153846,52
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,25,201617,2017,24/01/2017,3U,1U,1L,52.432,11.455,2.182,2,0.036,79,1.436363636,55
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,27,201819,2019,29/09/2018,1L,1L,1L,5.536,9.018,2.188,246,4.393,46,0.821428571,56
SW,O,TURNER REEF,21562S,-21.725,152.558333,RM,29,202021,2021,1/09/2020,1L,1L,0,15.932,5.212,0.127,3,0.051,31,0.525423729,59
SW,O,21583S,21583S,-21.941667,152.655,RM,3,199495,1995,15/11/1994,3L,,0/1L,36.667,,1.667,0,0,,,12
SW,O,21583S,21583S,-21.941667,152.655,RM,4,199596,1996,24/11/1995,3L/3U,,0,40.125,,0.75,0,0,,,10
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,4,199596,1996,19/04/1996,1U,,0,10.676,,1.047,0,0,,,74
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,5,199697,1997,29/05/1997,2L,/,0,14.857,,0.857,0,0,,,70
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,6,199798,1998,9/02/1998,2U,2L,1L,23.135,21.587,1.667,0,0,,,63
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,8,199900,2000,4/05/2000,1L,1U/2L,0,7.321,14.554,1.027,0,0,,,56
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,9,200001,2001,9/05/2001,1L,1U,0,4.795,18.682,0.171,0,0,,,73
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,11,200203,2003,10/12/2002,1L,2L,0,4.068,19.513,0.593,0,0,,,59
TO,I,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,RM,15,200607,2007,24/05/2007,1L/1U,2U,0,6.081,22.686,0.912,0,0,5,0.067567568,74
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,4,199596,1996,17/04/1996,3U,,1L,41.384,,2.054,0,0,,,28
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,5,199697,1997,2/07/1997,3U,,0,48.295,,1.136,0,0,,,33
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,6,199798,1998,24/04/1998,2L,1L,2U,13.182,5,24.848,0,0,,,33
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,7,199899,1999,1/05/1999,1L,1L,1L,4.231,6.923,1.731,0,0,,,26
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,8,199900,2000,7/05/2000,1L,1L,1L,5.078,6.484,1.406,0,0,,,32
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,9,200001,2001,10/05/2001,1L,1L,0,5,6.538,0.385,0,0,,,26
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,10,200102,2002,13/02/2002,1L,1L,0,4.138,5.086,0.69,0,0,,,29
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,11,200203,2003,21/03/2003,1L,1L,0/1L,8.5,6.75,1.25,0,0,,,30
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,13,200405,2005,12/05/2005,1U,1L,0,12.375,8.333,0.75,0,0,,,30
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RAP,14,200506,2006,11/12/2005,1L,1L,0,7.5,4.113,0.726,0,0,0,0,31
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,15,200607,2007,30/05/2007,1L,1L,0,10.759,2.768,0.179,0,0,5,0.178571429,28
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RAP,16,200708,2008,4/05/2008,1U,1L,0,13.621,3.017,0.172,0,0,1,0.034482759,29
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,17,200809,2009,16/05/2009,1L,1L,0,8.333,2.75,1.583,0,0,1,0.033333333,30
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,19,201011,2011,10/05/2011,1L,1L,0,10.202,2.097,0.645,0,0,4,0.129032258,31
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,21,201213,2013,3/08/2013,1L,1L,0,8.472,2.5,0.556,0,0,15,0.555555556,27
TO,I,HAVANNAH REEF,18065S,-18.85,146.541667,RM,25,201617,2017,26/04/2017,2U,1L,1L,27.13,3.889,3.241,0,0,,,27
TO,M,18025S,18025S,-18.266667,146.908333,RM,10,200102,2002,12/02/2002,1U,1L,1L,19.828,4.224,2.328,3,0.103,,,29
TO,M,18026S,18026S,-18.333333,146.741667,RM,10,200102,2002,12/02/2002,1L,1L,1L,2.759,2.241,5.374,369,4.241,,,87
TO,M,BRAMBLE REEF,18029S,-18.416667,146.708333,RM,2,199394,1994,14/12/1993,1U,,0,11.92,,0.938,0,0,,,112
TO,M,BRAMBLE REEF,18029S,-18.416667,146.708333,RM,5,199697,1997,29/04/1997,1U,,0,15.368,,0.526,0,0,,,95
TO,M,BRAMBLE REEF,18029S,-18.416667,146.708333,RM,8,199900,2000,15/05/2000,1L,1L,1L,2.636,2.477,2.795,106,0.964,,,110
TO,M,BRAMBLE REEF,18029S,-18.416667,146.708333,RM,11,200203,2003,9/12/2002,1L,1L,0,2.475,2.277,0.446,0,0,,,101
TO,M,BRAMBLE REEF,18029S,-18.416667,146.708333,RM,15,200607,2007,22/05/2007,1L,1L,0,6.864,2.614,0.977,1,0.009,7,0.063636364,110
TO,M,KELSO REEF,18030S,-18.441667,146.991667,RM,10,200102,2002,17/02/2002,1U,1L,1L,9.254,2.763,3.728,67,1.175,,,57
TO,M,KELSO REEF,18030S,-18.441667,146.991667,RM,11,200203,2003,11/11/2002,1L,1L,1L,5.658,2.5,2.105,211,3.702,,,57
